,text,Annotation
1279,"@zh_ha89 I don't have a ""book"". I have several hundred books. Here is a couple that expose the vileness of Islam. http://t.co/dnKmh61Rl9",racism
1280,@Mwforhr @FauxNews_ @bebird @LVview FSA sold weapons they got from US to the Islamofascists.,racism
1281,@Nick_d_Williams There are many supposed Americans that work to destroy America.,racism
1282,@zaidbenjamin Daesh really go to extremes to stage their propaganda material.,racism
1283,"@KellyTurner99 @brushyblues @buellerishere The rapist represent Islam because it's approved in the Quran and Hadiths, microbrain.",racism
1284,@buellerishere @KellyTurner99 @brushyblues So what is god's problem that he needs your submission? Is he an egotistical jerk?,racism
1285,"@KellyTurner99 Again, airhead, they died because of hate because Islam encourages that hate.",racism
1286,"RT @curdistani: A Turkish Nationalist / Islamist says ""well done"" to Hitler for his genocide of Jews during WW2 (2010) #twitterkurds http:/…",racism
1287,@DianH4 @ExposeFalsehood A. Their bodies are far from finishing growth. B. Their minds are far from finishing growth.,racism
1288,@DianH4 @ExposeFalsehood But the pedophile prophet Mohammed only cared about his pecker and his perverted desires.,racism
1289,@DianH4 @ExposeFalsehood Who else are we suppose to talk to in Muslim land when they produce nothing but filth.,racism
1290,@DianH4 @ExposeFalsehood Muslims don't produce Thomas Jeffersons or Mahatma Ghandis. And they don't produce freedom or democracy.,racism
1291,@DianH4 @ExposeFalsehood They just produce Islamolunatics. http://t.co/QXIH8Bd7NV,racism
1292,@levantin47415 ROFL. In your dreams Daeshbag.,racism
1293,@levantin47415 @SimNasr The Ezidis were out in the open with no shelter for 6 month because of Daeshbags. So who cares.,racism
1294,@murasllh @levantin47415 Attacking innocent unarmed civilians is the only success the Daesh have any more.,racism
1295,"@murasllh @levantin47415 We don't care. As long as there are a lot of dead Daeshbags, they will loose more than they gain.",racism
1296,"@wahab19493312 Karen Armstrong is a liar that tries to whitewash the inherent violence, hatred and bigotry of Islam and its prophet.",racism
1297,"@wahab19493312 The prophet Mohammed didn't bother to help the poor to convert them, but rather converted at the point of the sword.",racism
1298,@Generalshaami44 This is actually the only kind of job that mujahedeen are intellectually suited for.,racism
1299,"@Generalshaami44 Americans didn't burn any libraries, microbrain. And even if they did, why punish Iraqis by burning their libraries, dumbo?",racism
1300,@EuklidProof Daesh followers of the pedophile prophet Mohammed and the terrorist Allah are dying in their rage and in their thousands.,racism
1301,@anjemchoudary @abualiis I hope they just outlaw the vile religion of Islam entirely. They should have done it 30 years ago.,racism
1302,@5Haqq @abualiis Just like there was 1400 years ago. The flies are free.,racism
1303,We all assume that societies will progress. But #Islam forces societies to regress. Afghanistan 1950 and now. http://t.co/DnHuQ2pbuX,racism
1304,"Islam = The destroyer of human rights, women's rights.
Western feminists = The defenders and enablers of Islam. http://t.co/mDUBWAihHS",racism
1305,"@CherguiaMbark Mostly it shows how vile, inhuman, digusting, and barbaric that religion is. #Islam",racism
1306,@zakirnaikirf Saying that Islam is a way of life means that Islam actually tells you which hand to use to wipe your ass.,racism
1307,@zakirnaikirf Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.,racism
1308,@zakirnaikirf Saying that #Islam is a way of life means that human freedom is forbidden and the inhuman laws of a criminal must be followed.,racism
1309,"@zakirnaikirf Fuck Allah, the phony god of Islam and terrorism.  Outlaw #Islam now.",racism
1310,@DorvalTony True. And most of them were from well off families. And their radicalization follows their increased attendance at Mosques.,racism
1311,@DianH4 So we bombed Hitler and various dictators because they refused to be slaves? Muslims need to get a grip on reality.,racism
1312,@DianH4 @rogue_allah There you go. You just showed why Islam is a vile and inhuman religion.,racism
1313,"@DianH4 @ExposeFalsehood All fought against fascist, dictatorial or Islamolunatic regimes. For example .....",racism
1314,@DianH4 @ExposeFalsehood .....80% of Afghan civilians are killed by Taliban. So it is a service to mankind to bomb the Taliban.,racism
1315,@DianH4 Islam doesn't answer anything.  It pretends to answer with illogical and delusional superstition.,racism
1316,"@DianH4 In 1400 years Islam has never produced anything other than tyrants, and the world is obligated to deal with them.",racism
1317,@DianH4 If Muslims ever produced a decent leader the world would be overjoyed to accept him.,racism
1318,"@CavusSeyit @EuklidProof @Kobane_YPG As a certified inmate of the Islamasylum, you don't have the ability to judge.",racism
1319,"@jaketapper @RaviAgrawalCNN Another case of, ""If you say Islam is violent we will kill you.""",racism
1320,@Abu_Talal2 1400 years ago Islam stole all women's rights and turned them into slaves forever.,racism
1321,RT @HeidiL_RN: To allow Muslims to pervert our US constitutional rights via domestic mosques and Islam teaching is outrageous. #BanIslam #c…,racism
1322,RT @LodiSilverado: Doncha love how Muslims attack then advise us that resistance to the attack is causing the attack? @RavenHUWolf #TeaParty,racism
1323,@PalestineSocial @uygaraktas That's because Gaza is full of Jihadi criminals who have never done a days work in their lives.,racism
1324,"@BenjaminNorton @uygaraktas Considering the endless stream of murders against minorities by Muslims, who cares.",racism
1325,@MiddleEastEye @uygaraktas There is no such thing as Islamophobia.  That is like saying there is Naziphobia.,racism
1326,@CavusSeyit You are the one who believes in a god that asks one part of his creation to murder another part. Impossible to get any stupider.,racism
1327,@DianH4 By showing your love of a genocidal animal like Baghdadi you have given the reason why Islam must be exterminated.,racism
1328,"@DianH4 @ExposeFalsehood And there is the next thing that is wrong with Muslims, most of you are liars. 80% were killed by Taliban.",racism
1329,"@DianH4 @ExposeFalsehood And it is Muslims who were the first crusaders, attacking the Christian world for centuries before it attacked back",racism
1330,"@DianH4 @rogue_allah You are lying again, just like a Muslim. The Quran approves of raping slave girls explicitly.",racism
1331,"@DianH4 @rogue_allah Futhermore, Islam is based on theft. Mohammed raised his armies by giving them 4/5 of everything they stole.",racism
1332,@DianH4 The Saudis were the Mujahedeen before there was any involvement of the US.,racism
1333,@DianH4 But it really doesn't matter who the Mujahedeen animals are fighting. They have been murdering someone for 1400 years.,racism
1334,@Nebula1979 @CherguiaMbark Taqiyya is used by all Muslims. Mohammed was a liar who often lied for Islam.,racism
1335,@Nebula1979 @CherguiaMbark Because Islamic canon are a pack of contradictory idiocy. In other Hadiths Mohammed says to kill all dogs.,racism
1336,@CherguiaMbark @Nebula1979 I'm not interested in your sectarian divisions. Shia and Sunni are all following the vile pedophile prophet.,racism
1337,@DianH4 Of course The old leach Mohammed gave himself permission to screw pretty much whatever he liked. http://t.co/CttheZ7XUS,racism
1338,@DianH4 I don't care if they are Shia Islamolunatics or Sunni Islamolunatics. The are all filth to me.,racism
1339,@DianH4 @rogue_allah The reason why Mohammed's thugs went to war was to get what they could steal.,racism
1340,"@iAmCaticorn @CherguiaMbark The Hadiths are the Sunnah of the Prophet, microbrain. So you can't throw out the ones you don't like.",racism
1341,"@DianH4 LOL. First you deny that Islam permits the rape of slave girls, then you verify it. Get lost. I'm tired of you.",racism
1342,@DianH4 Perish slowly my ass. Slavery lasted longer in the Muslim world that anywhere else. And your hero is trying to bring it back.,racism
1343,@DianH4 Another cheap Muslim lie. Give me proof of any Muslim that was punished for not being kind to the slave girls they raped.,racism
1344,"@DianH4 Not only do that, but they can dump their wives, leaving them nothing, by saying three times, ""I Divorce you"". Barbaric.",racism
1345,"@DianH4 You really are a raving Islamolunatic. Our soldiers are never, ever allowed to rape anyone. If they do they have broken the law.",racism
1346,@DianH4 But in Islam they can rape captive women to their hearts content and there is no law against it.,racism
1347,"RT @arrowsmithwoman: @sudixitca @KenRoth  It's a calculated Arab policy, to keep the Palestinians in a state of desperation to incite more …",racism
1348,"RT @Patriotic_Me: Muslim Immigration Poses Serious National Security Threat
http://t.co/hOTRnVnLCy http://t.co/EZ2JIOpaty",racism
1349,"If #Islam is so against idols that they smash Assyrian and Buddhists statues, then why do they pray at Mecca and circumambulate the Kabba?",racism
1350,"@Nebula1979 Again, you are a Muslim liar. Mohammed said nothing about ""stray"". And most civilized countries try to find strays homes.",racism
1351,@CavusSeyit @iAmCaticorn People who hate the Nazis are not extremists. And there is no diff between Islam and Nazis.,racism
1352,"@mirebotan84 @RamiAlLolah Considering what those ""local Arabs"" did to Kurds, Christians, Assyrians, Ezidiz, etc., who cares.",racism
1353,"@iyad_elbaghdadi @WarHorse2014 As long as it's not an Islamolunatic in power that forces Sharia on people who don't want it, who cares.",racism
1354,@Beltrew @iyad_elbaghdadi Good. Anything is better than having Islamofascists in power.,racism
1355,@jennifersaraw @ummahwitness And no doubt your friend was every place where ISIS could have been murdering children.,racism
1356,@ummahwitness Then why do you smelly rag heads keep moving to Britian?,racism
1357,@ummahwitness The Muslim pedophiles do this all the time. It's so common and accepted that it's not even news.,racism
1358,@ummahwitness @Marwan_Tunsi_ @alwallawalbara My suggestion would be that the Kuffar bomb the Kabba.,racism
1359,@ummahwitness @alwallawalbara The intellect of a Muslim cretin who thinks Allah made all mankind so one part could make war on another.,racism
1360,"As expected, when the terrorist group Hamas won the election in Gaza it was the usual one man, one vote, one time, Islamist election. #Islam",racism
1361,@CTVToronto These campaigns are all lies that try to portray Islam to the West as being the exact opposite of what it really is - barbaric.,racism
1362,"RT @RavenHUWolf: Read it Liberals &amp; get a reality check on life! Within Islam your views, beliefs, any democracy system, mean nothing! http…",racism
1363,"RT @PatDollard: So-called terrorism is just jihad. That's why ""terrorists"" are called jihadis. Jihad is the core of Islam, not a perversion…",racism
1364,@zakirnaikirf The fact that I have a brain prevents me from accepting Islam.,racism
1365,"RT @nobigotry: Islam is in the news EVERYDAY. 
Not for good works but for it's Savage Evil ! http://t.co/HIjGYq5Ga1",racism
